"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
986,965990000.000000000000,-102.087000000058,-95.790000000037,-90.552999999956,-87.292000000016
987,965992000.000000000000,-102.055000000051,-95.783999999985,-89.805000000051,-87.135000000009
988,965994000.000000000000,-101.930000000051,-95.721000000020,-90.751000000047,-87.104000000050
989,965996000.000000000000,-101.910999999964,-95.834000000032,-89.484000000055,-86.935999999987
990,965998000.000000000000,-101.905999999959,-96.028000000049,-89.733000000007,-86.847999999998
991,966000000.000000000000,-101.942999999970,-95.917000000016,-89.437000000034,-86.984000000055
992,966002000.000000000000,-101.891999999993,-95.900000000023,-89.626000000047,-86.881000000052
993,966004000.000000000000,-101.932999999961,-95.945999999996,-89.917999999947,-86.859000000055
994,966006000.000000000000,-102.003000000026,-95.991000000038,-90.597999999998,-86.631999999983
995,966008000.000000000000,-102.040000000037,-95.930000000051,-89.775000000023,-86.238999999943
996,966010000.000000000000,-102.062000000034,-95.766999999993,-90.908999999985,-85.736000000034
997,966012000.000000000000,-102.035999999964,-95.690999999992,-89.618000000017,-85.087000000058
998,966014000.000000000000,-101.881000000052,-95.844000000041,-89.618000000017,-84.442000000039
999,966016000.000000000000,-102.030999999959,-95.954000000027,-89.898000000045,-83.547000000020
1000,966018000.000000000000,-101.934000000008,-95.890999999945,-90.702000000048,-82.555000000051
1001,966020000.000000000000,-101.826000000001,-95.819999999949,-89.594000000041,-81.643999999971
1002,966022000.000000000000,-102.045999999973,-95.758000000031,-90.079999999958,-80.790999999968
1003,966024000.000000000000,-101.996999999974,-95.798999999999,-89.952999999980,-79.954000000027
1004,966026000.000000000000,-101.883999999962,-95.979999999981,-89.942999999970,-79.152000000002
1005,966028000.000000000000,-101.873999999953,-96.248000000021,-89.783000000054,-78.408999999985
1006,966030000.000000000000,-102.020000000019,-96.180000000051,-90.706000000006,-77.829999999958
1007,966032000.000000000000,-102.086000000010,-95.952000000048,-89.685000000056,-77.466999999946
1008,966034000.000000000000,-102.047999999952,-95.917000000016,-89.847999999998,-77.001999999979
1009,966036000.000000000000,-101.935999999987,-95.798999999999,-89.770000000019,-76.896999999997
1010,966038000.000000000000,-101.930999999982,-95.758000000031,-90.636000000057,-76.810000000056
1011,966040000.000000000000,-101.868000000017,-95.763999999966,-89.714999999967,-76.905000000028
1012,966042000.000000000000,-101.876999999979,-95.837999999989,-89.721000000020,-76.873000000021
1013,966044000.000000000000,-101.805000000051,-95.903999999980,-89.702000000048,-77.145000000019
1014,966046000.000000000000,-101.817000000039,-95.766999999993,-90.324000000022,-77.241999999969
1015,966048000.000000000000,-101.655999999959,-95.584999999963,-89.469000000041,-77.675000000047
1016,966050000.000000000000,-101.471999999951,-95.564000000013,-89.758000000031,-78.287000000011
1017,966052000.000000000000,-101.569999999949,-95.739999999991,-89.912999999942,-78.962000000058
1018,966054000.000000000000,-101.594999999972,-95.819000000018,-90.543999999994,-79.756999999983
1019,966056000.000000000000,-101.533999999985,-95.736000000034,-89.229000000050,-80.689000000013
1020,966058000.000000000000,-101.341999999946,-95.748999999953,-90.729999999981,-81.697000000044
1021,966060000.000000000000,-101.221999999951,-95.731000000029,-89.866000000038,-82.712000000058
1022,966062000.000000000000,-101.197000000044,-95.729999999981,-90.003999999957,-83.768999999971
1023,966064000.000000000000,-101.158999999985,-95.684000000008,-89.795999999973,-84.292000000016
1024,966066000.000000000000,-100.878000000026,-95.844999999972,-90.733000000007,-84.961000000010
1025,966068000.000000000000,-100.822999999975,-95.939999999944,-89.256999999983,-85.592999999993
1026,966070000.000000000000,-100.457000000053,-95.915999999968,-90.543999999994,-86.064000000013
1027,966072000.000000000000,-100.241999999969,-95.942999999970,-89.170000000042,-86.275000000023
1028,966074000.000000000000,-100.155999999959,-95.937999999966,-89.959000000032,-86.572000000044
1029,966076000.000000000000,-99.844000000041,-95.729999999981,-89.300000000047,-86.807999999961
1030,966078000.000000000000,-99.508999999962,-95.633999999962,-89.523999999976,-86.722999999998
1031,966080000.000000000000,-99.309000000008,-95.761000000057,-89.967999999993,-86.770000000019
1032,966082000.000000000000,-99.109000000055,-95.819000000018,-90.589999999967,-86.751999999979
1033,966084000.000000000000,-98.932000000030,-95.876000000047,-89.466999999946,-86.731000000029
1034,966086000.000000000000,-98.481000000029,-95.856999999960,-89.940999999992,-86.819999999949
1035,966088000.000000000000,-98.439000000013,-95.952999999980,-89.768000000040,-87.067000000039
1036,966090000.000000000000,-98.037000000011,-95.883999999962,-90.258000000031,-87.266999999993
1037,966092000.000000000000,-97.717999999993,-95.893000000040,-89.574999999953,-87.195999999996
1038,966094000.000000000000,-97.565999999992,-95.927999999956,-89.902000000002,-87.180000000051
1039,966096000.000000000000,-97.496999999974,-95.876000000047,-89.836000000010,-87.234999999986
1040,966098000.000000000000,-97.138000000035,-95.964000000036,-90.542000000016,-87.097999999998
1041,966100000.000000000000,-96.981000000029,-96.084999999963,-89.503000000026,-87.072000000044
1042,966102000.000000000000,-96.665999999968,-96.065999999992,-90.741999999969,-87.217999999993
1043,966104000.000000000000,-96.481000000029,-95.780999999959,-89.689000000013,-87.165000000037
1044,966106000.000000000000,-96.173999999999,-95.729999999981,-90.288999999990,-87.189000000013
1045,966108000.000000000000,-96.212999999989,-95.832000000053,-89.603000000003,-87.339999999967
1046,966110000.000000000000,-95.956000000006,-95.898000000045,-90.903000000049,-87.442000000039
1047,966112000.000000000000,-95.731000000029,-95.969000000041,-89.444999999949,-87.261999999988
1048,966114000.000000000000,-95.763000000035,-96.042999999947,-89.738999999943,-87.393999999971
1049,966116000.000000000000,-95.528000000049,-96.229999999981,-90.033999999985,-87.403999999980
1050,966118000.000000000000,-95.486000000034,-96.131999999983,-90.459000000032,-87.261999999988
1051,966120000.000000000000,-95.285999999964,-96.420000000042,-89.305999999982,-87.295000000042
1052,966122000.000000000000,-95.258000000031,-96.265000000014,-90.930999999982,-87.072000000044
1053,966124000.000000000000,-95.194000000018,-96.214999999967,-89.908999999985,-87.081000000006
1054,966126000.000000000000,-95.180999999982,-96.216999999946,-89.937000000034,-87.055000000051
1055,966128000.000000000000,-95.008999999962,-96.224000000046,-89.981000000029,-87.074000000022
1056,966130000.000000000000,-94.983000000007,-96.542000000016,-90.488999999943,-87.212000000058
1057,966132000.000000000000,-95.089000000036,-96.667000000016,-89.408000000054,-87.119999999995
1058,966134000.000000000000,-95.104000000050,-96.562000000034,-90.722999999998,-87.069999999949
1059,966136000.000000000000,-95.035000000033,-96.594999999972,-89.689000000013,-86.969000000041
1060,966138000.000000000000,-94.998999999953,-96.682000000030,-90.643999999971,-87.076000000001
1061,966140000.000000000000,-94.925000000047,-96.817000000039,-89.898000000045,-87.101999999955
1062,966142000.000000000000,-94.866000000038,-96.886999999988,-89.726000000024,-87.155000000028
1063,966144000.000000000000,-94.709999999963,-97.074999999953,-89.716999999946,-87.229000000050
1064,966146000.000000000000,-94.712000000058,-97.251999999979,-90.765999999945,-87.246999999974
1065,966148000.000000000000,-94.787000000011,-97.312000000034,-89.631999999983,-87.280000000028
1066,966150000.000000000000,-94.662999999942,-97.395999999950,-90.751000000047,-87.236999999965
1067,966152000.000000000000,-94.606999999960,-97.810000000056,-89.601000000024,-87.255000000005
1068,966154000.000000000000,-94.501000000047,-98.123999999953,-90.792000000016,-87.457000000053
1069,966156000.000000000000,-94.445999999996,-98.398000000045,-89.871000000043,-87.214999999967
1070,966158000.000000000000,-94.474999999977,-98.288999999990,-90.775999999954,-87.153999999980
1071,966160000.000000000000,-94.618000000017,-98.478000000003,-89.753000000026,-87.209999999963
1072,966162000.000000000000,-94.530000000028,-98.702000000048,-90.003999999957,-87.030999999959
1073,966164000.000000000000,-94.405000000028,-98.866000000038,-90.160000000033,-87.021999999997
1074,966166000.000000000000,-94.501000000047,-99.067000000039,-90.023000000045,-87.145000000019
1075,966168000.000000000000,-94.361000000034,-99.180000000051,-89.812999999966,-87.146999999997
1076,966170000.000000000000,-94.351999999955,-99.385000000009,-89.917999999947,-87.201000000001
1077,966172000.000000000000,-94.418999999994,-99.746999999974,-90.074999999953,-87.322999999975
1078,966174000.000000000000,-94.569000000018,-99.809000000008,-90.744999999995,-87.373999999953
1079,966176000.000000000000,-94.626000000047,-100.011999999988,-89.903999999980,-87.351999999955
1080,966178000.000000000000,-94.586000000010,-100.228000000003,-90.905000000028,-87.322999999975
1081,966180000.000000000000,-94.594999999972,-100.126000000047,-89.966999999946,-87.324000000022
1082,966182000.000000000000,-94.628999999957,-100.119999999995,-90.238000000012,-87.361999999965
1083,966184000.000000000000,-94.653000000049,-100.383999999962,-90.167999999947,-87.327999999980
1084,966186000.000000000000,-94.670999999973,-100.555999999982,-90.751000000047,-87.199999999953
1085,966188000.000000000000,-94.766999999993,-100.560999999987,-89.959000000032,-87.209000000032
1086,966190000.000000000000,-94.775999999954,-100.533000000054,-90.055000000051,-87.238999999943
1087,966192000.000000000000,-94.780999999959,-100.559000000008,-89.972999999998,-87.263000000035
1088,966194000.000000000000,-94.623999999953,-100.472999999998,-90.831000000006,-87.228000000003
1089,966196000.000000000000,-94.567000000039,-100.390999999945,-90.032000000007,-87.315999999992
1090,966198000.000000000000,-94.577999999980,-100.447000000044,-90.520000000019,-87.402000000002
1091,966200000.000000000000,-94.692000000039,-100.444999999949,-89.679000000004,-87.251999999979
1092,966202000.000000000000,-94.758000000031,-100.481000000029,-90.261000000057,-87.148999999976
1093,966204000.000000000000,-94.847999999998,-100.467999999993,-89.574000000022,-87.001000000047
1094,966206000.000000000000,-94.822000000044,-100.466999999946,-90.670999999973,-86.913999999990
1095,966208000.000000000000,-94.790999999968,-100.518000000040,-89.697000000044,-86.971999999951
1096,966210000.000000000000,-94.741000000038,-100.537000000011,-90.875000000000,-87.018999999971
1097,966212000.000000000000,-94.744999999995,-100.523000000045,-89.662999999942,-87.030999999959
1098,966214000.000000000000,-94.716999999946,-100.680999999982,-90.761999999988,-86.957999999984
1099,966216000.000000000000,-94.685000000056,-100.657000000007,-89.925999999978,-87.141999999993
1100,966218000.000000000000,-94.716999999946,-100.606000000029,-89.562999999966,-87.123000000021
1101,966220000.000000000000,-94.618999999948,-100.701000000001,-89.969000000041,-86.761000000057
1102,966222000.000000000000,-94.618000000017,-100.734000000055,-90.761999999988,-86.827000000048
1103,966224000.000000000000,-94.554000000004,-100.645000000019,-89.364999999991,-86.807999999961
1104,966226000.000000000000,-94.565999999992,-100.606999999960,-89.778999999980,-86.893000000040
1105,966228000.000000000000,-94.547999999952,-100.369999999995,-89.398000000045,-87.040000000037
1106,966230000.000000000000,-94.663999999990,-100.388999999966,-90.128999999957,-87.162999999942
1107,966232000.000000000000,-94.641999999993,-100.533999999985,-89.530999999959,-87.233000000007
1108,966234000.000000000000,-94.673999999999,-100.555999999982,-90.589999999967,-87.187999999966
1109,966236000.000000000000,-94.721999999951,-100.533000000054,-89.591000000015,-87.153000000049
1110,966238000.000000000000,-94.677999999956,-100.672999999952,-90.290000000037,-87.074999999953
1111,966240000.000000000000,-94.486999999965,-100.741000000038,-89.461000000010,-86.858000000007
1112,966242000.000000000000,-94.570999999996,-100.787000000011,-90.388000000035,-86.898999999976
1113,966244000.000000000000,-94.582000000053,-100.618999999948,-89.574000000022,-87.035000000033
1114,966246000.000000000000,-94.728000000003,-100.687000000034,-89.640999999945,-86.935999999987
1115,966248000.000000000000,-94.631000000052,-100.692999999970,-89.569999999949,-86.915000000037
1116,966250000.000000000000,-94.584000000032,-100.670999999973,-90.599999999977,-87.064999999944
1117,966252000.000000000000,-94.567000000039,-100.805999999982,-89.802999999956,-86.962999999989
1118,966254000.000000000000,-94.417999999947,-100.780000000028,-90.449999999953,-87.042999999947
1119,966256000.000000000000,-94.420999999973,-100.905999999959,-89.427000000025,-87.131999999983
1120,966258000.000000000000,-94.616999999969,-100.810999999987,-90.589000000036,-87.074999999953
1121,966260000.000000000000,-94.626999999979,-100.773000000045,-89.378000000026,-86.981999999960
1122,966262000.000000000000,-94.545999999973,-100.716000000015,-90.547999999952,-87.175999999978
1123,966264000.000000000000,-94.513000000035,-100.697000000044,-89.498000000021,-87.277000000002
1124,966266000.000000000000,-94.648999999976,-100.701000000001,-90.594999999972,-87.263000000035
1125,966268000.000000000000,-94.645999999950,-100.689000000013,-89.785000000033,-87.278000000049
1126,966270000.000000000000,-94.709000000032,-100.722999999998,-90.638999999966,-87.332000000053
1127,966272000.000000000000,-94.587000000058,-100.809000000008,-89.798999999999,-87.324999999953
1128,966274000.000000000000,-94.564999999944,-100.831000000006,-90.814999999944,-87.337000000058
1129,966276000.000000000000,-94.437000000034,-100.934000000008,-89.826000000001,-87.366999999969
1130,966278000.000000000000,-94.486000000034,-101.000000000000,-89.763000000035,-87.241999999969
1131,966280000.000000000000,-94.496000000043,-100.822999999975,-89.939999999944,-87.048999999999
1132,966282000.000000000000,-94.572000000044,-100.837000000058,-90.983000000007,-86.996000000043
1133,966284000.000000000000,-94.584999999963,-100.858000000007,-90.064000000013,-87.015000000014
1134,966286000.000000000000,-94.503000000026,-100.861999999965,-90.778000000049,-86.961000000010
1135,966288000.000000000000,-94.464999999967,-100.834999999963,-89.893999999971,-86.972999999998
1136,966290000.000000000000,-94.552999999956,-100.579000000027,-90.702000000048,-87.000000000000
1137,966292000.000000000000,-94.611000000034,-100.623999999953,-89.773000000045,-87.069999999949
1138,966294000.000000000000,-94.643000000040,-100.513000000035,-90.042999999947,-87.030000000028
1139,966296000.000000000000,-94.532000000007,-100.503999999957,-89.993999999948,-87.111000000034
1140,966298000.000000000000,-94.469999999972,-100.623999999953,-90.569999999949,-87.216000000015
1141,966300000.000000000000,-94.608000000007,-100.625000000000,-89.873000000021,-87.302000000025
1142,966302000.000000000000,-94.771999999997,-100.712999999989,-89.964999999967,-87.503999999957
1143,966304000.000000000000,-94.770000000019,-100.734999999986,-89.954999999958,-87.420000000042
1144,966306000.000000000000,-94.964000000036,-100.844000000041,-90.766999999993,-87.317000000039
1145,966308000.000000000000,-94.800999999978,-100.800999999978,-89.967999999993,-87.258999999962
1146,966310000.000000000000,-94.633999999962,-100.704999999958,-89.758999999962,-87.180999999982
1147,966312000.000000000000,-94.837999999989,-100.695999999996,-90.047999999952,-87.194000000018
1148,966314000.000000000000,-94.952999999980,-100.677999999956,-90.660999999964,-87.277000000002
1149,966316000.000000000000,-94.893000000040,-100.704999999958,-89.827000000048,-87.295999999973
1150,966318000.000000000000,-94.846999999951,-100.662000000011,-90.371000000043,-87.439000000013
1151,966320000.000000000000,-94.822999999975,-100.687000000034,-89.608000000007,-87.216000000015
1152,966322000.000000000000,-94.761999999988,-100.837000000058,-90.043999999994,-87.020000000019
1153,966324000.000000000000,-94.886000000057,-100.643000000040,-89.577000000048,-87.015000000014
1154,966326000.000000000000,-94.851999999955,-100.604999999981,-90.712999999989,-87.005000000005
1155,966328000.000000000000,-94.886999999988,-100.837000000058,-89.795000000042,-86.991999999969
1156,966330000.000000000000,-94.837999999989,-100.790999999968,-90.814000000013,-86.920000000042
1157,966332000.000000000000,-94.930000000051,-100.756999999983,-90.043999999994,-86.962000000058
1158,966334000.000000000000,-94.903999999980,-100.726000000024,-90.702999999980,-86.905000000028
1159,966336000.000000000000,-94.734999999986,-100.662999999942,-89.648999999976,-87.047000000020
1160,966338000.000000000000,-94.630000000005,-100.667999999947,-89.731999999960,-87.060000000056
1161,966340000.000000000000,-94.591000000015,-100.753999999957,-89.714000000036,-87.023999999976
1162,966342000.000000000000,-94.594000000041,-100.863000000012,-90.427000000025,-87.030999999959
1163,966344000.000000000000,-94.528999999980,-100.780000000028,-89.570999999996,-87.079000000027
1164,966346000.000000000000,-94.530999999959,-100.717999999993,-90.832999999984,-87.077999999980
1165,966348000.000000000000,-94.660000000033,-100.660999999964,-89.660000000033,-87.136000000057
1166,966350000.000000000000,-94.755000000005,-100.589999999967,-89.991999999969,-87.084000000032
1167,966352000.000000000000,-94.435999999987,-100.743000000017,-89.717999999993,-87.243999999948
1168,966354000.000000000000,-94.359999999986,-100.640999999945,-90.248000000021,-87.140000000014
1169,966356000.000000000000,-94.582999999984,-100.871000000043,-89.734000000055,-87.192999999970
1170,966358000.000000000000,-94.731000000029,-100.837999999989,-89.989999999991,-87.422000000020
1171,966360000.000000000000,-94.699999999953,-100.957000000053,-89.623000000021,-87.231999999960
1172,966362000.000000000000,-94.679000000004,-100.883999999962,-89.812999999966,-87.143000000040
1173,966364000.000000000000,-94.891999999993,-100.716999999946,-90.214000000036,-87.028999999980
1174,966366000.000000000000,-94.847999999998,-100.775999999954,-90.447000000044,-87.155999999959
1175,966368000.000000000000,-94.775000000023,-100.694000000018,-89.601999999955,-87.037000000011
1176,966370000.000000000000,-94.748000000021,-100.684000000008,-90.763000000035,-87.030000000028
1177,966372000.000000000000,-94.831000000006,-100.655999999959,-89.807999999961,-87.253000000026
1178,966374000.000000000000,-94.866000000038,-100.738999999943,-89.866000000038,-87.163999999990
1179,966376000.000000000000,-95.094000000041,-100.722999999998,-89.932000000030,-87.167999999947
1180,966378000.000000000000,-95.070999999996,-100.795000000042,-90.319000000018,-87.035000000033
1181,966380000.000000000000,-95.091999999946,-100.765999999945,-89.493999999948,-86.988000000012
1182,966382000.000000000000,-95.162999999942,-100.812999999966,-90.386000000057,-87.028000000049
1183,966384000.000000000000,-95.125000000000,-100.790000000037,-88.670000000042,-87.040000000037
1184,966386000.000000000000,-95.295999999973,-100.778999999980,-89.660999999964,-87.204999999958
1185,966388000.000000000000,-95.511999999988,-100.807999999961,-89.655999999959,-87.266999999993
1186,966390000.000000000000,-95.780000000028,-100.760000000009,-90.261999999988,-87.253000000026
1187,966392000.000000000000,-95.851000000024,-100.905000000028,-89.386999999988,-87.359999999986
1188,966394000.000000000000,-95.937000000034,-100.885000000009,-90.680999999982,-87.337000000058
1189,966396000.000000000000,-96.119999999995,-100.883999999962,-89.702999999980,-87.258000000031
1190,966398000.000000000000,-96.309000000008,-100.939999999944,-90.442000000039,-87.233000000007
1191,966400000.000000000000,-96.466999999946,-100.886999999988,-89.690999999992,-87.082999999984
1192,966402000.000000000000,-96.633000000031,-100.748000000021,-90.476999999955,-87.003999999957
1193,966404000.000000000000,-96.712000000058,-100.844000000041,-89.626999999979,-87.030000000028
1194,966406000.000000000000,-96.876999999979,-101.000000000000,-89.761999999988,-86.993999999948
1195,966408000.000000000000,-97.155999999959,-100.952999999980,-89.405999999959,-87.047000000020
1196,966410000.000000000000,-97.510000000009,-100.847999999998,-89.940999999992,-87.055999999982
1197,966412000.000000000000,-97.729000000050,-100.753000000026,-89.817000000039,-86.888000000035
1198,966414000.000000000000,-97.863000000012,-100.766999999993,-90.537999999942,-86.596000000020
1199,966416000.000000000000,-98.138999999966,-100.915000000037,-89.570999999996,-86.577000000048
1200,966418000.000000000000,-98.489999999991,-100.795000000042,-89.996999999974,-86.662000000011
1201,966420000.000000000000,-98.665999999968,-100.780999999959,-89.922000000020,-86.743999999948
1202,966422000.000000000000,-99.082999999984,-100.707000000053,-90.396999999997,-87.030000000028
1203,966424000.000000000000,-99.234999999986,-100.842999999993,-89.638999999966,-86.998999999953
1204,966426000.000000000000,-99.472999999998,-100.851000000024,-90.562000000034,-86.841000000015
1205,966428000.000000000000,-99.653999999980,-100.851999999955,-89.258000000031,-86.844000000041
1206,966430000.000000000000,-99.998999999953,-100.827000000048,-90.005000000005,-86.978000000003
1207,966432000.000000000000,-100.216000000015,-100.712000000058,-89.584999999963,-87.145000000019
1208,966434000.000000000000,-100.378000000026,-100.680000000051,-90.932999999961,-87.096999999951
1209,966436000.000000000000,-100.562000000034,-100.814999999944,-89.861999999965,-87.202999999980
1210,966438000.000000000000,-100.859999999986,-100.741999999969,-90.503000000026,-87.244999999995
1211,966440000.000000000000,-101.106999999960,-100.790000000037,-89.778000000049,-87.052000000025
1212,966442000.000000000000,-101.167000000016,-100.712999999989,-90.077999999980,-86.944000000018
1213,966444000.000000000000,-101.337999999989,-100.726999999955,-89.628000000026,-87.035000000033
1214,966446000.000000000000,-101.224000000046,-100.827000000048,-90.728000000003,-87.054000000004
1215,966448000.000000000000,-101.564999999944,-100.827000000048,-89.643999999971,-87.123999999953
1216,966450000.000000000000,-101.452999999980,-100.817000000039,-90.589000000036,-86.964999999967
1217,966452000.000000000000,-101.557999999961,-100.712000000058,-89.646999999997,-86.859000000055
1218,966454000.000000000000,-101.704000000027,-100.736999999965,-90.119999999995,-86.962000000058
1219,966456000.000000000000,-102.001999999979,-100.876000000047,-89.653000000049,-86.898000000045
1220,966458000.000000000000,-101.895999999950,-100.856999999960,-90.709999999963,-86.822999999975
1221,966460000.000000000000,-101.964999999967,-100.881000000052,-89.790000000037,-86.820999999996
1222,966462000.000000000000,-101.964000000036,-101.037000000011,-90.516999999993,-86.881999999983
1223,966464000.000000000000,-101.962999999989,-100.820999999996,-89.599999999977,-87.086000000010
1224,966466000.000000000000,-101.903000000049,-100.673999999999,-90.057000000030,-87.207000000053
1225,966468000.000000000000,-101.847999999998,-100.626999999979,-89.552000000025,-87.079000000027
1226,966470000.000000000000,-101.915000000037,-100.684000000008,-90.540999999968,-87.030000000028
1227,966472000.000000000000,-102.074999999953,-100.729999999981,-89.665999999968,-86.979999999981
1228,966474000.000000000000,-102.074999999953,-100.741000000038,-89.905000000028,-86.775000000023
1229,966476000.000000000000,-101.849999999977,-100.733000000007,-89.807999999961,-86.770000000019
1230,966478000.000000000000,-101.988999999943,-100.738000000012,-90.501000000047,-86.905000000028
1231,966480000.000000000000,-102.278999999980,-100.717999999993,-89.790000000037,-87.086000000010
1232,966482000.000000000000,-102.059000000008,-100.959999999963,-90.658000000054,-87.072999999975
1233,966484000.000000000000,-102.045000000042,-100.876000000047,-89.692999999970,-87.033999999985
1234,966486000.000000000000,-102.005000000005,-100.893000000040,-90.657000000007,-87.011999999988
1235,966488000.000000000000,-102.052999999956,-100.876999999979,-89.643999999971,-87.038999999990
1236,966490000.000000000000,-102.005000000005,-100.881000000052,-90.785999999964,-87.194000000018
1237,966492000.000000000000,-102.069999999949,-100.756000000052,-89.793999999994,-87.248000000021
1238,966494000.000000000000,-102.047999999952,-100.993000000017,-89.954999999958,-87.072999999975
1239,966496000.000000000000,-102.158999999985,-100.942000000039,-90.170999999973,-87.060999999987
1240,966498000.000000000000,-102.150000000023,-100.837999999989,-90.743999999948,-87.145999999950
1241,966500000.000000000000,-102.057999999961,-100.878999999957,-89.516999999993,-87.175000000047
1242,966502000.000000000000,-101.957999999984,-100.932999999961,-90.028999999980,-87.275999999954
1243,966504000.000000000000,-101.971000000020,-100.864999999991,-90.035999999964,-87.224999999977
1244,966506000.000000000000,-102.016999999993,-100.804000000004,-89.859999999986,-87.172000000020
1245,966508000.000000000000,-101.920999999973,-101.006000000052,-89.954999999958,-87.099999999977
1246,966510000.000000000000,-102.062999999966,-100.871000000043,-89.734999999986,-87.011999999988
1247,966512000.000000000000,-101.966999999946,-100.711000000010,-90.023000000045,-86.890000000014
1248,966514000.000000000000,-101.871999999974,-100.832000000053,-90.498999999953,-86.900000000023
1249,966516000.000000000000,-101.854000000050,-100.807999999961,-89.633000000031,-87.268999999971
1250,966518000.000000000000,-101.954000000027,-100.836000000010,-90.680999999982,-87.143000000040
1251,966520000.000000000000,-101.895999999950,-100.770999999950,-89.658999999985,-87.003999999957
1252,966522000.000000000000,-102.209999999963,-100.841999999946,-90.016999999993,-87.133999999962
1253,966524000.000000000000,-102.089000000036,-100.873999999953,-89.868000000017,-87.288999999990
1254,966526000.000000000000,-101.972999999998,-101.015000000014,-90.773000000045,-87.094999999972
1255,966528000.000000000000,-101.790000000037,-100.971000000020,-89.981999999960,-87.028000000049
1256,966530000.000000000000,-101.983000000007,-100.907000000007,-90.074000000022,-86.922999999952
1257,966532000.000000000000,-102.006999999983,-100.851000000024,-89.876000000047,-86.875000000000
1258,966534000.000000000000,-102.030999999959,-100.792999999947,-90.768000000040,-86.984000000055
1259,966536000.000000000000,-101.954999999958,-100.876000000047,-89.608000000007,-87.042000000016
1260,966538000.000000000000,-101.895999999950,-100.606000000029,-89.812000000034,-87.001999999979
1261,966540000.000000000000,-102.020999999950,-100.584000000032,-90.062999999966,-87.114999999991
1262,966542000.000000000000,-101.962999999989,-100.834000000032,-90.756000000052,-87.334999999963
1263,966544000.000000000000,-101.952999999980,-100.797000000020,-89.652000000002,-86.797000000020
1264,966546000.000000000000,-102.042999999947,-100.810999999987,-90.481000000029,-87.013999999966
1265,966548000.000000000000,-102.018000000040,-100.726999999955,-89.554000000004,-87.280999999959
1266,966550000.000000000000,-102.064000000013,-100.760000000009,-90.741999999969,-87.228000000003
1267,966552000.000000000000,-102.182999999961,-100.798999999999,-89.972999999998,-87.187000000034
1268,966554000.000000000000,-102.109999999986,-100.956000000006,-90.548999999999,-87.116000000038
1269,966556000.000000000000,-102.119999999995,-100.822000000044,-89.881999999983,-87.189000000013
1270,966558000.000000000000,-102.018999999971,-100.773000000045,-90.726000000024,-87.231999999960
1271,966560000.000000000000,-102.008999999962,-100.809000000008,-89.540000000037,-87.261999999988
1272,966562000.000000000000,-101.925000000047,-100.800999999978,-91.047000000020,-87.211000000010
1273,966564000.000000000000,-101.895999999950,-100.922000000020,-89.657000000007,-87.172000000020
1274,966566000.000000000000,-102.074000000022,-100.790999999968,-90.312000000034,-86.932000000030
1275,966568000.000000000000,-101.991999999969,-100.744999999995,-89.934000000008,-86.981000000029
1276,966570000.000000000000,-102.020999999950,-100.792000000016,-90.062999999966,-87.057999999961
1277,966572000.000000000000,-102.038999999990,-100.775000000023,-90.052999999956,-87.173999999999
1278,966574000.000000000000,-102.101000000024,-100.711000000010,-90.824000000022,-87.145000000019
1279,966576000.000000000000,-101.976000000024,-100.817999999970,-89.807999999961,-87.192999999970
1280,966578000.000000000000,-101.957999999984,-100.773999999976,-90.859000000055,-87.300999999978
1281,966580000.000000000000,-102.013000000035,-100.886999999988,-89.898000000045,-87.285999999964
1282,966582000.000000000000,-101.910000000033,-100.819999999949,-91.297999999952,-87.074999999953
1283,966584000.000000000000,-101.871000000043,-100.712000000058,-89.594000000041,-87.099000000046
1284,966586000.000000000000,-102.076000000001,-100.841999999946,-90.592999999993,-86.984000000055
1285,966588000.000000000000,-102.060999999987,-100.945999999996,-89.716999999946,-86.873999999953
1286,966590000.000000000000,-102.114999999991,-100.900999999954,-89.934000000008,-86.947999999975
1287,966592000.000000000000,-102.087000000058,-101.015999999945,-89.878999999957,-87.057999999961
1288,966594000.000000000000,-102.087999999989,-100.937000000034,-90.959999999963,-87.005000000005
1289,966596000.000000000000,-102.005000000005,-100.805999999982,-90.089000000036,-87.006999999983
1290,966598000.000000000000,-102.109999999986,-100.724999999977,-89.802999999956,-86.913999999990
1291,966600000.000000000000,-101.966000000015,-100.809000000008,-89.841000000015,-86.961000000010
1292,966602000.000000000000,-102.052999999956,-100.854999999981,-90.858000000007,-87.128000000026
1293,966604000.000000000000,-102.104000000050,-101.015999999945,-89.702999999980,-87.177999999956
1294,966606000.000000000000,-102.037999999942,-100.959999999963,-90.285000000033,-87.118999999948
1295,966608000.000000000000,-102.037000000011,-100.925000000047,-89.949999999953,-86.939999999944
1296,966610000.000000000000,-101.988000000012,-100.802000000025,-90.864999999991,-87.037999999942
1297,966612000.000000000000,-102.008999999962,-100.731999999960,-89.956000000006,-87.013000000035
1298,966614000.000000000000,-102.008999999962,-100.734000000055,-91.030000000028,-86.994999999995
1299,966616000.000000000000,-101.859999999986,-100.643999999971,-90.162000000011,-87.064999999944
1300,966618000.000000000000,-101.918999999994,-100.643000000040,-90.195999999996,-87.091000000015
