"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
803,965624000.000000000000,-93.503000000026,-98.241999999969,-90.314000000013,-86.773000000045
804,965626000.000000000000,-93.248000000021,-98.206000000006,-90.342999999993,-86.824999999953
805,965628000.000000000000,-93.248000000021,-98.288999999990,-90.116999999969,-86.907000000007
806,965630000.000000000000,-93.221000000020,-98.184000000008,-89.895999999950,-86.847999999998
807,965632000.000000000000,-93.467999999993,-98.201000000001,-89.854000000050,-87.025000000023
808,965634000.000000000000,-93.402000000002,-98.320999999996,-89.868000000017,-87.057000000030
809,965636000.000000000000,-93.376999999979,-98.158000000054,-90.001000000047,-87.282000000007
810,965638000.000000000000,-93.185999999987,-98.314000000013,-89.996000000043,-87.226999999955
811,965640000.000000000000,-93.182000000030,-98.398000000045,-90.304000000004,-87.255000000005
812,965642000.000000000000,-93.067999999970,-98.131000000052,-90.192000000039,-87.126000000047
813,965644000.000000000000,-93.057999999961,-97.861999999965,-90.143999999971,-87.079999999958
814,965646000.000000000000,-93.202999999980,-97.986999999965,-89.976999999955,-87.011999999988
815,965648000.000000000000,-93.312999999966,-98.023999999976,-90.106000000029,-86.915000000037
816,965650000.000000000000,-93.324999999953,-97.935999999987,-90.050000000047,-87.025999999954
817,965652000.000000000000,-93.143999999971,-98.018000000040,-90.216999999946,-87.030999999959
818,965654000.000000000000,-93.182000000030,-98.202000000048,-90.067000000039,-87.118000000017
819,965656000.000000000000,-93.148999999976,-98.165000000037,-90.052999999956,-87.081000000006
820,965658000.000000000000,-93.165000000037,-98.148999999976,-90.160999999964,-86.750000000000
821,965660000.000000000000,-93.086000000010,-97.910000000033,-90.077999999980,-86.817000000039
822,965662000.000000000000,-93.202000000048,-97.996000000043,-89.969000000041,-87.003999999957
823,965664000.000000000000,-93.172999999952,-98.072000000044,-89.888000000035,-86.956000000006
824,965666000.000000000000,-93.062000000034,-98.187999999966,-89.996000000043,-86.900000000023
825,965668000.000000000000,-93.099000000046,-98.214999999967,-89.863000000012,-86.988000000012
826,965670000.000000000000,-93.219999999972,-98.048999999999,-89.861000000034,-87.118000000017
827,965672000.000000000000,-93.268999999971,-98.121999999974,-90.006999999983,-87.082000000053
828,965674000.000000000000,-93.209999999963,-98.177999999956,-89.972999999998,-87.010000000009
829,965676000.000000000000,-93.045999999973,-98.162000000011,-90.048999999999,-86.896999999997
830,965678000.000000000000,-93.094999999972,-98.010000000009,-90.138000000035,-86.798999999999
831,965680000.000000000000,-92.957000000053,-97.942999999970,-89.967999999993,-86.945999999996
832,965682000.000000000000,-93.111000000034,-98.035000000033,-90.111000000034,-87.194999999949
833,965684000.000000000000,-92.998999999953,-97.991000000038,-90.175999999978,-87.207999999984
834,965686000.000000000000,-92.979999999981,-98.103000000003,-90.136000000057,-87.189999999944
835,965688000.000000000000,-93.067999999970,-98.177999999956,-90.140999999945,-87.263000000035
836,965690000.000000000000,-92.981000000029,-98.212999999989,-90.091999999946,-87.248999999953
837,965692000.000000000000,-92.979999999981,-98.194000000018,-90.172000000020,-87.214999999967
838,965694000.000000000000,-93.003999999957,-98.177999999956,-90.126999999979,-87.109000000055
839,965696000.000000000000,-92.945999999996,-98.158000000054,-90.001999999979,-87.020000000019
840,965698000.000000000000,-93.033999999985,-98.256000000052,-89.937999999966,-86.920000000042
841,965700000.000000000000,-93.077000000048,-98.238999999943,-90.016999999993,-86.856000000029
842,965702000.000000000000,-93.150999999954,-98.243000000017,-90.033000000054,-86.773999999976
843,965704000.000000000000,-93.195999999996,-98.246000000043,-90.109999999986,-86.778999999980
844,965706000.000000000000,-93.157000000007,-98.251000000047,-90.207999999984,-86.942999999970
845,965708000.000000000000,-93.518999999971,-98.163999999990,-90.202000000048,-86.868999999948
846,965710000.000000000000,-93.314999999944,-98.069000000018,-90.221999999951,-86.952999999980
847,965712000.000000000000,-93.087000000058,-98.033999999985,-90.278999999980,-87.045000000042
848,965714000.000000000000,-93.072000000044,-98.143999999971,-90.375000000000,-87.263000000035
849,965716000.000000000000,-93.076000000001,-97.996999999974,-90.317999999970,-87.275999999954
850,965718000.000000000000,-93.113000000012,-97.795000000042,-90.229999999981,-87.067999999970
851,965720000.000000000000,-92.988999999943,-97.966000000015,-90.077999999980,-86.869999999995
852,965722000.000000000000,-93.111000000034,-97.929000000004,-90.209999999963,-86.807999999961
853,965724000.000000000000,-93.126999999979,-97.880000000005,-90.082999999984,-86.591000000015
854,965726000.000000000000,-93.170000000042,-98.128999999957,-89.983000000007,-86.633000000031
855,965728000.000000000000,-93.028000000049,-98.079000000027,-90.126000000047,-86.738000000012
856,965730000.000000000000,-93.030000000028,-98.140000000014,-90.045000000042,-86.606000000029
857,965732000.000000000000,-93.143000000040,-98.243999999948,-90.062999999966,-86.685000000056
858,965734000.000000000000,-93.199000000022,-98.255000000005,-90.008999999962,-86.628000000026
859,965736000.000000000000,-93.079000000027,-98.216999999946,-90.116000000038,-86.793999999994
860,965738000.000000000000,-93.089000000036,-98.354999999981,-90.092999999993,-86.858000000007
861,965740000.000000000000,-93.077000000048,-98.305000000051,-90.121000000043,-86.839999999967
862,965742000.000000000000,-93.136999999988,-98.201000000001,-90.331000000006,-86.891999999993
863,965744000.000000000000,-93.104000000050,-98.038999999990,-90.273000000045,-86.853000000003
864,965746000.000000000000,-93.057999999961,-98.057999999961,-90.116999999969,-86.888000000035
865,965748000.000000000000,-93.096000000020,-98.243999999948,-90.163999999990,-87.065999999992
866,965750000.000000000000,-93.094000000041,-98.201000000001,-90.023999999976,-87.057000000030
867,965752000.000000000000,-93.084000000032,-98.278999999980,-89.937999999966,-86.984999999986
868,965754000.000000000000,-93.165999999968,-98.604999999981,-89.793999999994,-86.822999999975
869,965756000.000000000000,-93.248000000021,-98.550000000047,-89.763000000035,-86.697000000044
870,965758000.000000000000,-93.212999999989,-98.560999999987,-90.035000000033,-86.704000000027
871,965760000.000000000000,-93.354999999981,-98.591999999946,-90.109000000055,-86.731000000029
872,965762000.000000000000,-93.189000000013,-98.545000000042,-89.986999999965,-86.770000000019
873,965764000.000000000000,-93.177000000025,-98.726000000024,-89.886000000057,-86.685000000056
874,965766000.000000000000,-93.155000000028,-98.650000000023,-90.067000000039,-86.690999999992
875,965768000.000000000000,-93.287000000011,-98.741999999969,-90.018000000040,-86.837999999989
876,965770000.000000000000,-93.126000000047,-98.761000000057,-89.851000000024,-86.797999999952
877,965772000.000000000000,-93.136999999988,-98.778000000049,-89.991999999969,-86.640000000014
878,965774000.000000000000,-93.383999999962,-98.721999999951,-90.015999999945,-86.910000000033
879,965776000.000000000000,-93.297999999952,-98.775000000023,-89.917999999947,-86.854000000050
880,965778000.000000000000,-93.386999999988,-98.829999999958,-89.775999999954,-86.829000000027
881,965780000.000000000000,-93.064000000013,-98.871000000043,-89.746000000043,-86.886999999988
882,965782000.000000000000,-92.969999999972,-98.851999999955,-89.890000000014,-86.913999999990
883,965784000.000000000000,-93.059000000008,-99.030999999959,-89.981000000029,-86.966000000015
884,965786000.000000000000,-93.055000000051,-99.298999999999,-90.121000000043,-87.087999999989
885,965788000.000000000000,-93.148000000045,-99.214999999967,-90.211000000010,-87.065999999992
886,965790000.000000000000,-93.342999999993,-99.224000000046,-90.072000000044,-87.030000000028
887,965792000.000000000000,-93.162999999942,-99.396999999997,-90.113000000012,-87.062000000034
888,965794000.000000000000,-93.113000000012,-99.552000000025,-90.010000000009,-87.155000000028
889,965796000.000000000000,-93.126999999979,-99.621999999974,-90.000000000000,-87.119999999995
890,965798000.000000000000,-93.224999999977,-99.606999999960,-90.126000000047,-86.971999999951
891,965800000.000000000000,-93.143000000040,-99.707000000053,-90.118999999948,-86.800000000047
892,965802000.000000000000,-93.140999999945,-99.675999999978,-90.305999999982,-86.746999999974
893,965804000.000000000000,-93.199999999953,-99.557000000030,-90.229000000050,-86.869999999995
894,965806000.000000000000,-93.111999999965,-99.653000000049,-90.123999999953,-86.743999999948
895,965808000.000000000000,-93.260000000009,-99.667999999947,-90.114999999991,-86.680000000051
896,965810000.000000000000,-93.179000000004,-99.917999999947,-90.141999999993,-86.834000000032
897,965812000.000000000000,-93.253000000026,-99.875000000000,-90.082000000053,-86.863999999943
898,965814000.000000000000,-93.248000000021,-99.922000000020,-90.023000000045,-86.687000000034
899,965816000.000000000000,-93.346999999951,-99.988000000012,-89.991000000038,-86.758999999962
900,965818000.000000000000,-93.371999999974,-100.069000000018,-90.013999999966,-86.765000000014
901,965820000.000000000000,-93.523000000045,-100.089999999967,-90.099999999977,-87.158000000054
902,965822000.000000000000,-93.501999999979,-100.197000000044,-89.993999999948,-87.158000000054
903,965824000.000000000000,-93.447999999975,-100.185999999987,-90.319000000018,-87.150000000023
904,965826000.000000000000,-93.427999999956,-100.226999999955,-90.158999999985,-87.248000000021
905,965828000.000000000000,-93.145999999950,-100.234999999986,-90.251999999979,-87.219000000041
906,965830000.000000000000,-93.123999999953,-100.275000000023,-90.219999999972,-87.238000000012
907,965832000.000000000000,-93.175000000047,-100.337999999989,-90.136999999988,-87.229000000050
908,965834000.000000000000,-93.206000000006,-100.324000000022,-90.180000000051,-87.204000000027
909,965836000.000000000000,-93.199999999953,-100.405999999959,-90.266999999993,-87.082999999984
910,965838000.000000000000,-93.155000000028,-100.427999999956,-90.168999999994,-86.979999999981
911,965840000.000000000000,-93.123000000021,-100.376000000047,-90.282000000007,-86.886999999988
912,965842000.000000000000,-93.081000000006,-100.400999999954,-90.226000000024,-86.822999999975
913,965844000.000000000000,-93.042000000016,-100.513999999966,-89.814000000013,-86.927999999956
914,965846000.000000000000,-93.104000000050,-100.420000000042,-89.746000000043,-87.003999999957
915,965848000.000000000000,-93.152000000002,-100.510000000009,-89.800000000047,-87.052000000025
916,965850000.000000000000,-93.275000000023,-100.479999999981,-89.957999999984,-86.827999999980
917,965852000.000000000000,-93.118000000017,-100.486000000034,-90.209000000032,-86.898999999976
918,965854000.000000000000,-93.060000000056,-100.616000000038,-90.165999999968,-87.011999999988
919,965856000.000000000000,-93.005000000005,-100.690999999992,-90.244999999995,-87.067999999970
920,965858000.000000000000,-93.109999999986,-100.565999999992,-90.319999999949,-87.119999999995
921,965860000.000000000000,-93.167999999947,-100.518999999971,-90.278000000049,-87.202999999980
922,965862000.000000000000,-93.167999999947,-100.537000000011,-90.143999999971,-87.032000000007
923,965864000.000000000000,-93.173999999999,-100.483000000007,-90.133999999962,-87.060999999987
924,965866000.000000000000,-93.275999999954,-100.491000000038,-90.050000000047,-87.113000000012
925,965868000.000000000000,-93.150999999954,-100.474999999977,-90.175000000047,-86.851000000024
926,965870000.000000000000,-93.109000000055,-100.304000000004,-90.150999999954,-86.741999999969
927,965872000.000000000000,-93.187000000034,-100.275000000023,-90.055000000051,-86.866000000038
928,965874000.000000000000,-93.194999999949,-100.423999999999,-89.751999999979,-86.991000000038
929,965876000.000000000000,-93.476000000024,-100.488999999943,-89.778000000049,-87.091999999946
930,965878000.000000000000,-93.680000000051,-100.292000000016,-89.650999999954,-87.084000000032
931,965880000.000000000000,-93.677999999956,-100.211000000010,-89.714000000036,-87.062000000034
932,965882000.000000000000,-93.832999999984,-100.244999999995,-89.918999999994,-87.084999999963
933,965884000.000000000000,-93.944000000018,-100.079000000027,-89.883000000031,-87.094000000041
934,965886000.000000000000,-93.935000000056,-99.895000000019,-89.846000000020,-86.984000000055
935,965888000.000000000000,-93.940999999992,-99.814999999944,-90.064000000013,-87.027000000002
936,965890000.000000000000,-94.108000000007,-99.716000000015,-90.052999999956,-87.177000000025
937,965892000.000000000000,-94.452000000048,-99.253000000026,-90.153000000049,-87.167000000016
938,965894000.000000000000,-94.545000000042,-99.136999999988,-90.224000000046,-87.140000000014
939,965896000.000000000000,-94.915999999968,-98.957999999984,-90.273000000045,-87.064000000013
940,965898000.000000000000,-95.047000000020,-98.763999999966,-90.069999999949,-87.069999999949
941,965900000.000000000000,-95.290999999968,-98.442999999970,-89.956000000006,-87.189999999944
942,965902000.000000000000,-95.429000000004,-98.439999999944,-89.851000000024,-87.192000000039
943,965904000.000000000000,-95.535999999964,-98.160999999964,-89.947999999975,-87.395999999950
944,965906000.000000000000,-95.712999999989,-97.873999999953,-90.035999999964,-87.393000000040
945,965908000.000000000000,-95.952999999980,-97.530000000028,-90.170999999973,-87.278999999980
946,965910000.000000000000,-96.177999999956,-97.506999999983,-90.086000000010,-87.398999999976
947,965912000.000000000000,-96.518999999971,-97.216000000015,-89.846000000020,-87.224000000046
