"BlockSat v2 European Region"
"Start", 1.083300000000000E+0009
"Stop", 1.085300000000000E+0009
"Points",601
"Point","X-Axis (Hz)","West of Telstar 11N (wrong sat) (dBm)","Telstar 11N (dBm)"
493,1084940000.000000000000,-79.731999999960,-80.886999999988
494,1084943333.333984380000,-80.731999999960,-81.238000000012
495,1084946666.666015620000,-81.180000000051,-81.442000000039
496,1084950000.000000000000,-81.324000000022,-82.023999999976
497,1084953333.333984380000,-81.250000000000,-81.508000000031
498,1084956666.666015630000,-81.369999999995,-81.871999999974
499,1084960000.000000000000,-81.594999999972,-82.351999999955
500,1084963333.333984380000,-81.849000000046,-82.565999999992
501,1084966666.666015620000,-81.091999999946,-82.763000000035
502,1084970000.000000000000,-81.994999999995,-82.753999999957
503,1084973333.333984370000,-81.001000000047,-82.631000000052
504,1084976666.666015620000,-81.430999999982,-83.087000000058
505,1084980000.000000000000,-81.241999999969,-82.168999999994
506,1084983333.333984380000,-81.817999999970,-82.795000000042
507,1084986666.666015620000,-81.043999999994,-81.763999999966
508,1084990000.000000000000,-81.663999999990,-81.734000000055
509,1084993333.333984380000,-81.114999999991,-81.373999999953
510,1084996666.666015630000,-81.954000000027,-81.337000000058
511,1085000000.000000000000,-81.319000000018,-80.856999999960
512,1085003333.333984380000,-81.366999999969,-81.038999999990
513,1085006666.666015620000,-81.255000000005,-80.219000000041
514,1085010000.000000000000,-81.400999999954,-79.729999999981
515,1085013333.333984380000,-81.444000000018,-79.576000000001
516,1085016666.666015620000,-81.511000000057,-79.511999999988
517,1085020000.000000000000,-81.341999999946,-79.045000000042
518,1085023333.333984380000,-81.104999999981,-79.418999999994
519,1085026666.666015620000,-81.400000000023,-78.395000000019
520,1085030000.000000000000,-81.586000000010,-78.395000000019
521,1085033333.333984380000,-79.903000000049,-78.295999999973
522,1085036666.666015630000,-78.636999999988,-78.322999999975
523,1085040000.000000000000,-76.792999999947,-77.989999999991
524,1085043333.333984380000,-75.320999999996,-78.697000000044
525,1085046666.666015620000,-74.378999999957,-77.937999999966
526,1085050000.000000000000,-73.623000000021,-79.076000000001
527,1085053333.333984380000,-73.001999999979,-78.099999999977
528,1085056666.666015620000,-72.753999999957,-77.969000000041
529,1085060000.000000000000,-72.445999999996,-77.643000000040
530,1085063333.333984380000,-73.168999999994,-77.841999999946
531,1085066666.666015620000,-72.373000000021,-77.930000000051
532,1085070000.000000000000,-72.712000000058,-78.432000000030
533,1085073333.333984380000,-72.755000000005,-77.841000000015
534,1085076666.666015620000,-73.707000000053,-78.459999999963
535,1085080000.000000000000,-72.621999999974,-77.652000000002
536,1085083333.333984380000,-72.687999999966,-78.052000000025
537,1085086666.666015620000,-72.930000000051,-77.292000000016
538,1085090000.000000000000,-73.305999999982,-78.560000000056
539,1085093333.333984380000,-72.653000000049,-77.792999999947
540,1085096666.666015620000,-73.449000000022,-78.391999999993
541,1085100000.000000000000,-72.538999999990,-77.903999999980
542,1085103333.333984380000,-73.246000000043,-77.910000000033
543,1085106666.666015620000,-72.557000000030,-77.984000000055
544,1085110000.000000000000,-73.271999999997,-77.964000000036
545,1085113333.333984380000,-73.403000000049,-78.160999999964
546,1085116666.666015620000,-74.136999999988,-78.408000000054
547,1085120000.000000000000,-75.290999999968,-77.886999999988
548,1085123333.333984380000,-76.712000000058,-78.148999999976
549,1085126666.666015620000,-78.364999999991,-77.630000000005
550,1085130000.000000000000,-80.283000000054,-77.587000000058
551,1085133333.333984380000,-80.858000000007,-77.511999999988
552,1085136666.666015620000,-81.569000000018,-77.670999999973
553,1085140000.000000000000,-81.623000000021,-77.940999999992
554,1085143333.333984370000,-81.435000000056,-78.315999999992
555,1085146666.666015620000,-81.601000000024,-77.631999999983
556,1085150000.000000000000,-81.947999999975,-78.547999999952
557,1085153333.333984380000,-81.224999999977,-77.951000000001
558,1085156666.666015620000,-81.332000000053,-77.555999999982
559,1085160000.000000000000,-81.452000000048,-77.633999999962
560,1085163333.333984380000,-81.787999999942,-77.979000000050
561,1085166666.666015620000,-81.327000000048,-77.685000000056
562,1085170000.000000000000,-82.033000000054,-78.101999999955
563,1085173333.333984380000,-81.135000000009,-77.476000000024
564,1085176666.666015620000,-81.380000000005,-78.587000000058
565,1085180000.000000000000,-81.429000000004,-77.886000000057
566,1085183333.333984370000,-82.072999999975,-78.109000000055
567,1085186666.666015620000,-81.381000000052,-77.773999999976
568,1085190000.000000000000,-81.986000000034,-78.552000000025
569,1085193333.333984380000,-81.246000000043,-77.538999999990
570,1085196666.666015620000,-81.827999999980,-77.501999999979
571,1085200000.000000000000,-81.332999999984,-77.726000000024
572,1085203333.333984380000,-81.976999999955,-78.280000000028
573,1085206666.666015630000,-81.282000000007,-77.555000000051
574,1085210000.000000000000,-81.180000000051,-78.146999999997
575,1085213333.333984380000,-81.427999999956,-77.521999999997
576,1085216666.666015620000,-81.415000000037,-77.672000000020
577,1085220000.000000000000,-81.405000000028,-77.278999999980
578,1085223333.333984370000,-81.768999999971,-78.253000000026
579,1085226666.666015620000,-81.856999999960,-77.626000000047
580,1085230000.000000000000,-82.070999999996,-77.859000000055
581,1085233333.333984380000,-81.280000000028,-78.025000000023
582,1085236666.666015620000,-81.937000000034,-78.381000000052
583,1085240000.000000000000,-81.297999999952,-77.537000000011
584,1085243333.333984380000,-81.258999999962,-77.665999999968
585,1085246666.666015630000,-81.501999999979,-77.535999999964
586,1085250000.000000000000,-82.052999999956,-77.805999999982
587,1085253333.333984380000,-81.312000000034,-77.785000000033
588,1085256666.666015620000,-82.158000000054,-78.430000000051
589,1085260000.000000000000,-81.327999999980,-77.895000000019
590,1085263333.333984370000,-82.160000000033,-78.408999999985
591,1085266666.666015620000,-81.211000000010,-77.739999999991
592,1085270000.000000000000,-81.778000000049,-78.395000000019
593,1085273333.333984380000,-81.204999999958,-77.758000000031
594,1085276666.666015620000,-81.403000000049,-78.283999999985
595,1085280000.000000000000,-81.670000000042,-78.275999999954
596,1085283333.333984380000,-81.824000000022,-78.731000000029
597,1085286666.666015630000,-81.366000000038,-78.082000000053
598,1085290000.000000000000,-81.800000000047,-78.373000000021
599,1085293333.333984380000,-81.353000000003,-77.591999999946
600,1085296666.666015620000,-81.636000000057,-78.437000000034
601,1085300000.000000000000,-81.386000000057,-77.594000000041
