"BlockSat v2 European Region"
"Start", 1.082300000000000E+0009
"Stop", 1.086300000000000E+0009
"Points",601
"Point","X-Axis (Hz)","West of Telstar 11N (wrong sat) (dBm)","Telstar 11N (dBm)"
493,1085580000.000000000000,-80.888999999966,-83.187000000034
494,1085586666.666015620000,-81.704000000027,-83.638999999966
495,1085593333.333984370000,-80.918999999994,-82.797999999952
496,1085600000.000000000000,-81.942999999970,-83.037999999942
497,1085606666.666015620000,-81.030999999959,-83.116000000038
498,1085613333.333984380000,-81.126999999979,-83.640999999945
499,1085620000.000000000000,-80.951000000001,-82.800999999978
500,1085626666.666015620000,-81.658000000054,-83.412999999942
501,1085633333.333984380000,-80.972999999998,-82.925000000047
502,1085640000.000000000000,-81.672000000020,-83.486999999965
503,1085646666.666015620000,-81.006999999983,-82.652000000002
504,1085653333.333984380000,-81.846999999951,-83.714999999967
505,1085660000.000000000000,-80.837999999989,-83.096000000020
506,1085666666.666015620000,-81.609000000055,-83.457000000053
507,1085673333.333984380000,-80.785999999964,-82.655999999959
508,1085680000.000000000000,-81.883999999962,-83.380000000005
509,1085686666.666015620000,-80.984999999986,-82.707000000053
510,1085693333.333984380000,-82.238999999943,-83.386000000057
511,1085700000.000000000000,-81.131999999983,-82.692000000039
512,1085706666.666015620000,-82.040999999968,-83.209000000032
513,1085713333.333984380000,-80.981999999960,-82.667999999947
514,1085720000.000000000000,-81.567000000039,-83.398000000045
515,1085726666.666015620000,-80.998999999953,-82.391999999993
516,1085733333.333984380000,-82.150000000023,-83.562000000034
517,1085740000.000000000000,-81.226000000024,-82.584000000032
518,1085746666.666015620000,-81.802999999956,-83.434000000008
519,1085753333.333984380000,-80.863000000012,-82.618000000017
520,1085760000.000000000000,-81.817999999970,-83.315999999992
521,1085766666.666015620000,-81.037000000011,-82.481999999960
522,1085773333.333984380000,-81.560999999987,-83.474999999977
523,1085780000.000000000000,-80.996999999974,-82.675999999978
524,1085786666.666015620000,-81.748999999953,-82.817999999970
525,1085793333.333984380000,-80.910000000033,-82.866999999969
526,1085800000.000000000000,-81.743999999948,-83.880000000005
527,1085806666.666015620000,-80.714000000036,-82.797000000020
528,1085813333.333984380000,-81.839999999967,-82.962999999989
529,1085820000.000000000000,-81.006999999983,-82.591999999946
530,1085826666.666015630000,-81.844000000041,-83.648999999976
531,1085833333.333984380000,-81.138999999966,-82.655000000028
532,1085840000.000000000000,-81.707000000053,-83.648999999976
533,1085846666.666015620000,-81.030999999959,-82.810999999987
534,1085853333.333984380000,-81.072000000044,-83.689000000013
535,1085860000.000000000000,-80.959000000032,-82.863000000012
536,1085866666.666015630000,-81.248000000021,-83.346000000020
537,1085873333.333984380000,-80.868999999948,-82.689000000013
538,1085880000.000000000000,-81.643000000040,-83.621999999974
539,1085886666.666015620000,-81.010000000009,-82.949999999953
540,1085893333.333984380000,-81.876000000047,-83.366000000038
541,1085900000.000000000000,-80.979999999981,-82.751999999979
542,1085906666.666015630000,-81.655999999959,-83.405000000028
543,1085913333.333984380000,-80.782000000007,-82.604000000050
544,1085920000.000000000000,-81.626000000047,-83.856000000029
545,1085926666.666015620000,-80.766999999993,-82.726000000024
546,1085933333.333984380000,-81.616000000038,-83.596000000020
547,1085940000.000000000000,-80.746999999974,-82.763999999966
548,1085946666.666015630000,-82.270000000019,-83.893999999971
549,1085953333.333984380000,-81.136999999988,-82.689000000013
550,1085960000.000000000000,-81.155000000028,-83.246000000043
551,1085966666.666015620000,-81.011000000057,-82.148999999976
552,1085973333.333984380000,-81.891999999993,-83.699000000022
553,1085980000.000000000000,-81.050000000047,-82.787999999942
554,1085986666.666015620000,-81.511999999988,-83.452999999980
555,1085993333.333984380000,-80.760000000009,-82.864999999991
556,1086000000.000000000000,-81.643999999971,-83.689999999944
557,1086006666.666015620000,-80.746999999974,-82.402000000002
558,1086013333.333984380000,-81.496000000043,-83.390000000014
559,1086020000.000000000000,-80.920999999973,-82.505000000005
560,1086026666.666015620000,-82.023000000045,-83.371999999974
561,1086033333.333984380000,-80.396999999997,-82.768999999971
562,1086040000.000000000000,-81.545999999973,-83.793999999994
563,1086046666.666015620000,-80.790000000037,-82.927999999956
564,1086053333.333984370000,-81.410000000033,-83.744999999995
565,1086060000.000000000000,-80.827999999980,-82.790000000037
566,1086066666.666015620000,-81.807000000030,-83.564000000013
567,1086073333.333984380000,-80.858000000007,-82.920000000042
568,1086080000.000000000000,-81.893000000040,-83.662000000011
569,1086086666.666015620000,-80.922000000020,-82.765000000014
570,1086093333.333984370000,-81.694999999949,-84.048999999999
571,1086100000.000000000000,-80.861999999965,-82.880000000005
572,1086106666.666015620000,-81.646999999997,-83.434000000008
573,1086113333.333984380000,-80.785000000033,-82.738999999943
574,1086120000.000000000000,-81.645000000019,-82.891999999993
575,1086126666.666015620000,-80.878999999957,-83.030000000028
576,1086133333.333984370000,-81.743000000017,-83.525000000023
577,1086140000.000000000000,-80.981999999960,-82.844000000041
578,1086146666.666015620000,-81.934000000008,-83.626000000047
579,1086153333.333984380000,-81.023999999976,-82.608000000007
580,1086160000.000000000000,-81.717999999993,-83.248999999953
581,1086166666.666015620000,-81.018999999971,-82.552999999956
582,1086173333.333984370000,-81.881999999983,-83.927999999956
583,1086180000.000000000000,-80.717999999993,-82.682000000030
584,1086186666.666015620000,-81.050000000047,-83.567000000039
585,1086193333.333984380000,-80.886000000057,-82.721999999951
586,1086200000.000000000000,-81.820999999996,-83.364999999991
587,1086206666.666015620000,-81.086000000010,-82.712999999989
588,1086213333.333984370000,-81.552999999956,-83.778999999980
589,1086220000.000000000000,-80.797999999952,-82.471000000020
590,1086226666.666015620000,-81.560000000056,-83.787999999942
591,1086233333.333984380000,-81.072000000044,-82.405999999959
592,1086240000.000000000000,-81.748000000021,-83.812000000034
593,1086246666.666015620000,-80.988999999943,-82.849999999977
594,1086253333.333984380000,-81.979999999981,-83.587999999989
595,1086260000.000000000000,-81.000000000000,-82.604000000050
596,1086266666.666015620000,-81.596000000020,-83.347999999998
597,1086273333.333984380000,-81.003999999957,-82.684000000008
598,1086280000.000000000000,-81.893000000040,-83.422999999952
599,1086286666.666015620000,-80.981000000029,-82.631999999983
600,1086293333.333984380000,-81.596000000020,-83.444000000018
601,1086300000.000000000000,-80.949999999953,-82.498000000021
