"BlockSat v2 European Region"
"Start", 1.080300000000000E+0009
"Stop", 1.088300000000000E+0009
"Points",601
"Point","X-Axis (Hz)","West of Telstar 11N (wrong sat) (dBm)","Telstar 11N (dBm)"
489,1086806666.666015620000,-80.347999999998,-76.084000000032
490,1086820000.000000000000,-80.753000000026,-80.500000000000
491,1086833333.333984370000,-78.577999999980,-77.160000000033
492,1086846666.666015620000,-78.917999999947,-80.667000000016
493,1086860000.000000000000,-75.366000000038,-76.802000000025
494,1086873333.333984380000,-76.143000000040,-80.385000000009
495,1086886666.666015620000,-73.957000000053,-77.293999999994
496,1086900000.000000000000,-74.545999999973,-80.964999999967
497,1086913333.333984380000,-72.930000000051,-77.587000000058
498,1086926666.666015620000,-73.523999999976,-81.045000000042
499,1086940000.000000000000,-72.538999999990,-77.653000000049
500,1086953333.333984380000,-73.795000000042,-81.599999999977
501,1086966666.666015620000,-72.694000000018,-82.116000000038
502,1086980000.000000000000,-73.920000000042,-83.123000000021
503,1086993333.333984380000,-72.738999999943,-81.929000000004
504,1087006666.666015620000,-73.694999999949,-83.131999999983
505,1087020000.000000000000,-72.587999999989,-82.118999999948
506,1087033333.333984380000,-73.594000000041,-83.204999999958
507,1087046666.666015620000,-72.589999999967,-82.131000000052
508,1087060000.000000000000,-73.800999999978,-83.277000000002
509,1087073333.333984380000,-72.991999999969,-82.079999999958
510,1087086666.666015620000,-73.741000000038,-83.273999999976
511,1087100000.000000000000,-72.856000000029,-82.256999999983
512,1087113333.333984380000,-73.760000000009,-83.045000000042
513,1087126666.666015620000,-72.866000000038,-82.175999999978
514,1087140000.000000000000,-73.672999999952,-82.979000000050
515,1087153333.333984380000,-72.972999999998,-82.109000000055
516,1087166666.666015620000,-73.790000000037,-83.261000000057
517,1087180000.000000000000,-72.722999999998,-82.114999999991
518,1087193333.333984380000,-73.768000000040,-83.114999999991
519,1087206666.666015620000,-72.795999999973,-82.302000000025
520,1087220000.000000000000,-73.962999999989,-83.013999999966
521,1087233333.333984380000,-72.893000000040,-82.282000000007
522,1087246666.666015620000,-73.792999999947,-83.422000000020
523,1087260000.000000000000,-73.003999999957,-81.976000000024
524,1087273333.333984380000,-74.064000000013,-83.028000000049
525,1087286666.666015620000,-72.883999999962,-81.238999999943
526,1087300000.000000000000,-74.442999999970,-82.665999999968
527,1087313333.333984380000,-73.278000000049,-79.783000000054
528,1087326666.666015620000,-75.728000000003,-82.807000000030
529,1087340000.000000000000,-74.466000000015,-77.494999999995
530,1087353333.333984380000,-78.064999999944,-82.555999999982
531,1087366666.666015620000,-76.185000000056,-77.119999999995
532,1087380000.000000000000,-78.751000000047,-82.942000000039
533,1087393333.333984380000,-80.234999999986,-77.271999999997
534,1087406666.666015620000,-81.349000000046,-82.935999999987
535,1087420000.000000000000,-80.305000000051,-77.096999999951
536,1087433333.333984380000,-81.582000000053,-83.273000000045
537,1087446666.666015620000,-80.403999999980,-76.949000000022
538,1087460000.000000000000,-81.381000000052,-82.896999999997
539,1087473333.333984380000,-80.045999999973,-76.974000000046
540,1087486666.666015620000,-81.126000000047,-83.258000000031
541,1087500000.000000000000,-79.113000000012,-76.932000000030
542,1087513333.333984380000,-80.243999999948,-83.238000000012
543,1087526666.666015620000,-78.851000000024,-76.324999999953
544,1087540000.000000000000,-79.895000000019,-82.515999999945
545,1087553333.333984380000,-78.530000000028,-76.305999999982
546,1087566666.666015620000,-79.743999999948,-82.930999999982
547,1087580000.000000000000,-78.270999999950,-76.978000000003
548,1087593333.333984380000,-79.780000000028,-83.153000000049
549,1087606666.666015620000,-78.440999999992,-77.091000000015
550,1087620000.000000000000,-79.680000000051,-83.126999999979
551,1087633333.333984380000,-78.280999999959,-77.028000000049
552,1087646666.666015620000,-79.469000000041,-82.966999999946
553,1087660000.000000000000,-78.692000000039,-77.082000000053
554,1087673333.333984380000,-79.663999999990,-82.809000000008
555,1087686666.666015630000,-78.347999999998,-77.057999999961
556,1087700000.000000000000,-80.179000000004,-83.292999999947
557,1087713333.333984380000,-78.405999999959,-77.584999999963
558,1087726666.666015630000,-79.229000000050,-82.650999999954
559,1087740000.000000000000,-78.334000000032,-77.655000000028
560,1087753333.333984380000,-79.891999999993,-82.957999999984
561,1087766666.666015630000,-78.337999999989,-78.721999999951
562,1087780000.000000000000,-79.670000000042,-83.280000000028
563,1087793333.333984380000,-78.395999999950,-80.212000000058
564,1087806666.666015630000,-79.849000000046,-83.589999999967
565,1087820000.000000000000,-78.521999999997,-82.427000000025
566,1087833333.333984380000,-79.819000000018,-82.991999999969
567,1087846666.666015620000,-78.418999999994,-82.236999999965
568,1087860000.000000000000,-80.234999999986,-82.989999999991
569,1087873333.333984380000,-78.003000000026,-81.966999999946
570,1087886666.666015620000,-79.728000000003,-83.413999999990
571,1087900000.000000000000,-78.045000000042,-82.464999999967
572,1087913333.333984370000,-79.702999999980,-83.429000000004
573,1087926666.666015620000,-78.212000000058,-82.172999999952
574,1087940000.000000000000,-79.951000000001,-83.474000000046
575,1087953333.333984370000,-78.655999999959,-82.388999999966
576,1087966666.666015620000,-80.574999999953,-83.214999999967
577,1087980000.000000000000,-79.048999999999,-81.817999999970
578,1087993333.333984370000,-80.969999999972,-82.939999999944
579,1088006666.666015620000,-80.277000000002,-82.001000000047
580,1088020000.000000000000,-81.317999999970,-83.422000000020
581,1088033333.333984370000,-80.314999999944,-82.327000000048
582,1088046666.666015620000,-81.386000000057,-83.366000000038
583,1088060000.000000000000,-80.707999999984,-82.175000000047
584,1088073333.333984370000,-81.488000000012,-82.937000000034
585,1088086666.666015620000,-80.552999999956,-82.033999999985
586,1088100000.000000000000,-81.523000000045,-83.317999999970
587,1088113333.333984380000,-80.501999999979,-82.221000000020
588,1088126666.666015620000,-81.699000000022,-83.211000000010
589,1088140000.000000000000,-80.312000000034,-82.207000000053
590,1088153333.333984380000,-81.408000000054,-83.484999999986
591,1088166666.666015620000,-80.587000000058,-82.376999999979
592,1088180000.000000000000,-81.587999999989,-83.451000000001
593,1088193333.333984380000,-80.540999999968,-82.268000000040
594,1088206666.666015620000,-81.744999999995,-82.895000000019
595,1088220000.000000000000,-80.694999999949,-81.853000000003
596,1088233333.333984380000,-81.775999999954,-83.194000000018
597,1088246666.666015620000,-80.738000000012,-81.962000000058
598,1088260000.000000000000,-81.464000000036,-82.834999999963
599,1088273333.333984380000,-80.581000000006,-82.010000000009
600,1088286666.666015620000,-81.854000000050,-83.018000000040
601,1088300000.000000000000,-80.643000000040,-81.925999999978
