"SoftPlot +Plus+ Measurement Management Software"
"Start", 1.064020000000000E+0009
"Stop", 1.068020000000000E+0009
"Points",601
"Point","X-Axis (Hz)","Satellite - east of Telstar 11N (dBm)","Telstar 11N (dBm)"
492,1067293333.333007812000,-77.055999999982,-76.241999999969
493,1067300000.000000000000,-77.116000000038,-76.201000000001
494,1067306666.666992188000,-76.920000000042,-76.278999999980
495,1067313333.333007812000,-76.895999999950,-76.265999999945
496,1067320000.000000000000,-77.027000000002,-76.415999999968
497,1067326666.666992187000,-76.996000000043,-76.427000000025
498,1067333333.333007812000,-77.059000000008,-76.402000000002
499,1067340000.000000000000,-77.141999999993,-76.400999999954
500,1067346666.666992188000,-77.086000000010,-76.435999999987
501,1067353333.333007812000,-77.035999999964,-76.500000000000
502,1067360000.000000000000,-76.908999999985,-76.533000000054
503,1067366666.666992188000,-76.961000000010,-76.469000000041
504,1067373333.333007812000,-76.949999999953,-76.391999999993
505,1067380000.000000000000,-76.939000000013,-76.437000000034
506,1067386666.666992188000,-76.903000000049,-76.439000000013
507,1067393333.333007812000,-76.937000000034,-76.572000000044
508,1067400000.000000000000,-77.040999999968,-76.452999999980
509,1067406666.666992188000,-76.900999999954,-76.418999999994
510,1067413333.333007812000,-76.876999999979,-76.444999999949
511,1067420000.000000000000,-76.891999999993,-76.251000000047
512,1067426666.666992187000,-77.069999999949,-76.300999999978
513,1067433333.333007812000,-77.028000000049,-76.452000000048
514,1067440000.000000000000,-76.942000000039,-76.354000000050
515,1067446666.666992188000,-76.871999999974,-76.412000000011
516,1067453333.333007812000,-76.748000000021,-76.521999999997
517,1067460000.000000000000,-76.697999999975,-76.582999999984
518,1067466666.666992188000,-76.893999999971,-76.449999999953
519,1067473333.333007812000,-76.839999999967,-76.454999999958
520,1067480000.000000000000,-76.832000000053,-76.408999999985
521,1067486666.666992188000,-76.863999999943,-76.233000000007
522,1067493333.333007812000,-76.996000000043,-76.395000000019
523,1067500000.000000000000,-77.057999999961,-76.408999999985
524,1067506666.666992188000,-77.005000000005,-76.592999999993
525,1067513333.333007812000,-76.942000000039,-76.538999999990
526,1067520000.000000000000,-76.952999999980,-76.570999999996
527,1067526666.666992188000,-77.054000000004,-76.528999999980
528,1067533333.333007812000,-77.155999999959,-76.591000000015
529,1067540000.000000000000,-77.131000000052,-76.520999999950
530,1067546666.666992188000,-77.170999999973,-76.609999999986
531,1067553333.333007812000,-77.158999999985,-76.542999999947
532,1067560000.000000000000,-77.062000000034,-76.337999999989
533,1067566666.666992188000,-77.146999999997,-76.319000000018
534,1067573333.333007812000,-77.197000000044,-76.349999999977
535,1067580000.000000000000,-77.157000000007,-76.476999999955
536,1067586666.666992188000,-77.297000000020,-76.572000000044
537,1067593333.333007813000,-77.040000000037,-76.206000000006
538,1067600000.000000000000,-76.937000000034,-76.204999999958
539,1067606666.666992188000,-76.959000000032,-76.148999999976
540,1067613333.333007812000,-77.072999999975,-75.996000000043
541,1067620000.000000000000,-77.042000000016,-75.868999999948
542,1067626666.666992188000,-77.023000000045,-75.839000000036
543,1067633333.333007812000,-77.116999999969,-75.665999999968
544,1067640000.000000000000,-76.902000000002,-75.542000000016
545,1067646666.666992188000,-76.863999999943,-75.048999999999
546,1067653333.333007812000,-76.849000000046,-75.072000000044
547,1067660000.000000000000,-76.966000000015,-74.621999999974
548,1067666666.666992188000,-76.969000000041,-74.501999999979
549,1067673333.333007812000,-76.988000000012,-74.010000000009
550,1067680000.000000000000,-76.962999999989,-73.849999999977
551,1067686666.666992188000,-76.994999999995,-73.505000000005
552,1067693333.333007813000,-77.246000000043,-73.351999999955
553,1067700000.000000000000,-77.373000000021,-72.922999999952
554,1067706666.666992188000,-77.148000000045,-72.797000000020
555,1067713333.333007812000,-76.908000000054,-72.915000000037
556,1067720000.000000000000,-76.935999999987,-73.405999999959
557,1067726666.666992188000,-77.057000000030,-72.729000000050
558,1067733333.333007812000,-76.918999999994,-72.868000000017
559,1067740000.000000000000,-76.802000000025,-72.628000000026
560,1067746666.666992188000,-76.893000000040,-72.944999999949
561,1067753333.333007812000,-77.092999999993,-72.912999999942
562,1067760000.000000000000,-77.101999999955,-72.768999999971
563,1067766666.666992188000,-77.109000000055,-72.621999999974
564,1067773333.333007812000,-77.082999999984,-72.491000000038
565,1067780000.000000000000,-77.202999999980,-72.405000000028
566,1067786666.666992187000,-77.207999999984,-72.334000000032
567,1067793333.333007813000,-77.125000000000,-72.425000000047
568,1067800000.000000000000,-76.996999999974,-72.626999999979
569,1067806666.666992188000,-77.057000000030,-72.611999999965
570,1067813333.333007812000,-77.128000000026,-72.447000000044
571,1067820000.000000000000,-77.030000000028,-72.435999999987
572,1067826666.666992188000,-77.143000000040,-73.099999999977
573,1067833333.333007812000,-77.125000000000,-72.464999999967
574,1067840000.000000000000,-77.209000000032,-72.445999999996
575,1067846666.666992188000,-77.219000000041,-72.408000000054
576,1067853333.333007812000,-77.054000000004,-72.437000000034
577,1067860000.000000000000,-77.141999999993,-72.466000000015
578,1067866666.666992188000,-77.126000000047,-72.484999999986
579,1067873333.333007812000,-77.162999999942,-72.439999999944
580,1067880000.000000000000,-76.998000000021,-72.298999999999
581,1067886666.666992187000,-76.944000000018,-72.528000000049
582,1067893333.333007813000,-77.021999999997,-72.466999999946
583,1067900000.000000000000,-77.146999999997,-72.741000000038
584,1067906666.666992188000,-77.222999999998,-72.616999999969
585,1067913333.333007812000,-77.133999999962,-72.599999999977
586,1067920000.000000000000,-77.079000000027,-72.589000000036
587,1067926666.666992188000,-77.116999999969,-72.961000000010
588,1067933333.333007812000,-77.189999999944,-73.810999999987
589,1067940000.000000000000,-77.182000000030,-73.148999999976
590,1067946666.666992188000,-77.145000000019,-73.768999999971
591,1067953333.333007812000,-76.988999999943,-73.464999999967
592,1067960000.000000000000,-77.045999999973,-73.792999999947
593,1067966666.666992188000,-77.114999999991,-73.250000000000
594,1067973333.333007812000,-77.189999999944,-73.271999999997
595,1067980000.000000000000,-77.239999999991,-72.658000000054
596,1067986666.666992187000,-77.162000000011,-72.706000000006
597,1067993333.333007813000,-77.221000000020,-72.606999999960
598,1068000000.000000000000,-77.216999999946,-72.464999999967
599,1068006666.666992188000,-77.109000000055,-72.528999999980
600,1068013333.333007812000,-77.168999999994,-72.518000000040
601,1068020000.000000000000,-77.366999999969,-72.621000000043
