"SoftPlot +Plus+ Measurement Management Software"
"Start", 1.065020000000000E+0009
"Stop", 1.067020000000000E+0009
"Points",601
"Point","X-Axis (Hz)","Satellite - east of Telstar 11N (dBm)","Telstar 11N (dBm)"
492,1066656666.666992188000,-80.275999999954,-74.043999999994
493,1066660000.000000000000,-80.089000000036,-73.908000000054
494,1066663333.333007812000,-80.050999999978,-74.062000000034
495,1066666666.666992188000,-80.045999999973,-74.091000000015
496,1066670000.000000000000,-80.273999999976,-74.859000000055
497,1066673333.333007812000,-80.246999999974,-74.021999999997
498,1066676666.666992188000,-80.238000000012,-73.910999999964
499,1066680000.000000000000,-80.251999999979,-74.084999999963
500,1066683333.333007812000,-80.128999999957,-74.025999999954
501,1066686666.666992188000,-79.951000000001,-73.898000000045
502,1066690000.000000000000,-79.991000000038,-74.008000000031
503,1066693333.333007812000,-79.912000000011,-74.189000000013
504,1066696666.666992187000,-80.126000000047,-74.765000000014
505,1066700000.000000000000,-80.182000000030,-74.162999999942
506,1066703333.333007813000,-80.287000000011,-74.295000000042
507,1066706666.666992188000,-79.984999999986,-74.033999999985
508,1066710000.000000000000,-80.096000000020,-74.082999999984
509,1066713333.333007812000,-80.047000000020,-74.037999999942
510,1066716666.666992188000,-80.059000000008,-73.930000000051
511,1066720000.000000000000,-79.962000000058,-74.010000000009
512,1066723333.333007812000,-80.173999999999,-74.712000000058
513,1066726666.666992188000,-80.298999999999,-74.265999999945
514,1066730000.000000000000,-80.243000000017,-74.179000000004
515,1066733333.333007813000,-80.207000000053,-74.241000000038
516,1066736666.666992188000,-79.969000000041,-74.785999999964
517,1066740000.000000000000,-80.141999999993,-73.988000000012
518,1066743333.333007812000,-80.211000000010,-74.141999999993
519,1066746666.666992188000,-80.062999999966,-73.869999999995
520,1066750000.000000000000,-80.043999999994,-74.895000000019
521,1066753333.333007812000,-80.089000000036,-73.826000000001
522,1066756666.666992188000,-80.150000000023,-73.930000000051
523,1066760000.000000000000,-79.863000000012,-73.920000000042
524,1066763333.333007812000,-80.003999999957,-73.775000000023
525,1066766666.666992188000,-79.900000000023,-73.809000000008
526,1066770000.000000000000,-79.866000000038,-73.798999999999
527,1066773333.333007812000,-80.165000000037,-73.925000000047
528,1066776666.666992188000,-80.250000000000,-73.962999999989
529,1066780000.000000000000,-80.145999999950,-74.236999999965
530,1066783333.333007812000,-80.133000000031,-74.251999999979
531,1066786666.666992188000,-80.226999999955,-74.082000000053
532,1066790000.000000000000,-80.609999999986,-74.165999999968
533,1066793333.333007812000,-79.902000000002,-73.724999999977
534,1066796666.666992187000,-80.010000000009,-73.876999999979
535,1066800000.000000000000,-80.076000000001,-73.923999999999
536,1066803333.333007813000,-79.726999999955,-75.072999999975
537,1066806666.666992188000,-79.915000000037,-74.241999999969
538,1066810000.000000000000,-79.880000000005,-74.326000000001
539,1066813333.333007812000,-80.050999999978,-74.248999999953
540,1066816666.666992188000,-80.579000000027,-74.040999999968
541,1066820000.000000000000,-80.008999999962,-74.037000000011
542,1066823333.333007812000,-80.037000000011,-73.984000000055
543,1066826666.666992188000,-80.091999999946,-73.898000000045
544,1066830000.000000000000,-80.192999999970,-75.187999999966
545,1066833333.333007813000,-80.251999999979,-74.197000000044
546,1066836666.666992188000,-80.023000000045,-74.241000000038
547,1066840000.000000000000,-79.967999999993,-74.207999999984
548,1066843333.333007812000,-80.020000000019,-74.150999999954
549,1066846666.666992188000,-79.853000000003,-73.888000000035
550,1066850000.000000000000,-79.967999999993,-74.150000000023
551,1066853333.333007812000,-79.974000000046,-74.261000000057
552,1066856666.666992188000,-80.472999999998,-74.993999999948
553,1066860000.000000000000,-79.927999999956,-74.765999999945
554,1066863333.333007812000,-79.849999999977,-74.962000000058
555,1066866666.666992188000,-80.119999999995,-75.076000000001
556,1066870000.000000000000,-80.108000000007,-75.155999999959
557,1066873333.333007812000,-80.219999999972,-74.714000000036
558,1066876666.666992188000,-80.143000000040,-74.744999999995
559,1066880000.000000000000,-80.194999999949,-75.038999999990
560,1066883333.333007812000,-80.173999999999,-76.076000000001
561,1066886666.666992188000,-80.062999999966,-75.484000000055
562,1066890000.000000000000,-80.153000000049,-75.618999999948
563,1066893333.333007812000,-80.089000000036,-75.787000000011
564,1066896666.666992187000,-80.015999999945,-75.702999999980
565,1066900000.000000000000,-79.895000000019,-75.751000000047
566,1066903333.333007812000,-79.902000000002,-76.261999999988
567,1066906666.666992188000,-80.067999999970,-76.530000000028
568,1066910000.000000000000,-80.145000000019,-76.972999999998
569,1066913333.333007812000,-80.000000000000,-77.116000000038
570,1066916666.666992188000,-80.003999999957,-77.445999999996
571,1066920000.000000000000,-79.873000000021,-77.582000000053
572,1066923333.333007812000,-79.937999999966,-78.028000000049
573,1066926666.666992187000,-79.890999999945,-78.246000000043
574,1066930000.000000000000,-79.771999999997,-78.511000000057
575,1066933333.333007813000,-79.658999999985,-78.611999999965
576,1066936666.666992188000,-79.714999999967,-78.864999999991
577,1066940000.000000000000,-80.076000000001,-78.525000000023
578,1066943333.333007812000,-80.094000000041,-78.729000000050
579,1066946666.666992188000,-79.748999999953,-78.890000000014
580,1066950000.000000000000,-79.771999999997,-79.027000000002
581,1066953333.333007812000,-79.851999999955,-79.128000000026
582,1066956666.666992188000,-80.298999999999,-79.246000000043
583,1066960000.000000000000,-80.246999999974,-79.190999999992
584,1066963333.333007812000,-80.187000000034,-79.108000000007
585,1066966666.666992188000,-80.094999999972,-79.444999999949
586,1066970000.000000000000,-80.231000000029,-79.694999999949
587,1066973333.333007812000,-80.182999999961,-79.302999999956
588,1066976666.666992188000,-80.300999999978,-79.324000000022
589,1066980000.000000000000,-80.280999999959,-79.383000000031
590,1066983333.333007812000,-80.300999999978,-79.307999999961
591,1066986666.666992188000,-80.201000000001,-79.175000000047
592,1066990000.000000000000,-80.212000000058,-79.302000000025
593,1066993333.333007812000,-80.388999999966,-79.074999999953
594,1066996666.666992187000,-80.197000000044,-79.125000000000
595,1067000000.000000000000,-80.003999999957,-79.479999999981
596,1067003333.333007812000,-79.819999999949,-79.641999999993
597,1067006666.666992188000,-80.057999999961,-79.231999999960
598,1067010000.000000000000,-80.160000000033,-79.533000000054
599,1067013333.333007812000,-80.442000000039,-79.555000000051
600,1067016666.666992188000,-80.373999999953,-79.459000000032
601,1067020000.000000000000,-80.158999999985,-79.694000000018
