"SoftPlot +Plus+ Measurement Management Software"
"Start", 1.062020000000000E+0009
"Stop", 1.070020000000000E+0009
"Points",601
"Point","X-Axis (Hz)","Satellite - east of Telstar 11N (dBm)","Telstar 11N (dBm)"
488,1068513333.333007812000,-74.250000000000,-71.126999999979
489,1068526666.666992188000,-74.280999999959,-71.814999999944
490,1068540000.000000000000,-74.317999999970,-72.189999999944
491,1068553333.333007813000,-74.187999999966,-72.667999999947
492,1068566666.666992188000,-74.187999999966,-73.011000000057
493,1068580000.000000000000,-74.302999999956,-73.204999999958
494,1068593333.333007812000,-74.280000000028,-73.182000000030
495,1068606666.666992188000,-74.258999999962,-73.076000000001
496,1068620000.000000000000,-74.231999999960,-72.920000000042
497,1068633333.333007812000,-74.236999999965,-72.795000000042
498,1068646666.666992187000,-74.290999999968,-72.979000000050
499,1068660000.000000000000,-74.251000000047,-72.136999999988
500,1068673333.333007812000,-74.293999999994,-71.572000000044
501,1068686666.666992188000,-74.236999999965,-71.479999999981
502,1068700000.000000000000,-74.250000000000,-71.315999999992
503,1068713333.333007812000,-74.398000000045,-70.993999999948
504,1068726666.666992188000,-74.361000000034,-70.408999999985
505,1068740000.000000000000,-74.317999999970,-70.148999999976
506,1068753333.333007813000,-74.337999999989,-69.800000000047
507,1068766666.666992188000,-74.305999999982,-69.800000000047
508,1068780000.000000000000,-74.307000000030,-69.738999999943
509,1068793333.333007812000,-74.354000000050,-69.721999999951
510,1068806666.666992188000,-74.297000000020,-70.065999999992
511,1068820000.000000000000,-74.278999999980,-70.057000000030
512,1068833333.333007812000,-74.373999999953,-70.293999999994
513,1068846666.666992187000,-74.358000000007,-69.690999999992
514,1068860000.000000000000,-74.277000000002,-69.837999999989
515,1068873333.333007812000,-74.312000000034,-69.744999999995
516,1068886666.666992188000,-74.376000000047,-70.135000000009
517,1068900000.000000000000,-74.415000000037,-69.917000000016
518,1068913333.333007812000,-74.418999999994,-70.393999999971
519,1068926666.666992188000,-74.491999999969,-70.388000000035
520,1068940000.000000000000,-74.462000000058,-70.354999999981
521,1068953333.333007812000,-74.400999999954,-70.162000000011
522,1068966666.666992188000,-74.386999999988,-70.228000000003
523,1068980000.000000000000,-74.231999999960,-70.167999999947
524,1068993333.333007812000,-74.165000000037,-70.204000000027
525,1069006666.666992188000,-74.292000000016,-70.168999999994
526,1069020000.000000000000,-74.268000000040,-70.547000000020
527,1069033333.333007812000,-74.288999999990,-70.231999999960
528,1069046666.666992187000,-74.381000000052,-70.084000000032
529,1069060000.000000000000,-74.351000000024,-70.047000000020
530,1069073333.333007812000,-74.332999999984,-70.905999999959
531,1069086666.666992188000,-74.339000000036,-70.209999999963
532,1069100000.000000000000,-74.381000000052,-71.037999999942
533,1069113333.333007812000,-74.393999999971,-70.121000000043
534,1069126666.666992188000,-74.528000000049,-71.381000000052
535,1069140000.000000000000,-74.461000000010,-70.548999999999
536,1069153333.333007812000,-74.442000000039,-70.312999999966
537,1069166666.666992188000,-74.422999999952,-70.118999999948
538,1069180000.000000000000,-74.413999999990,-70.133999999962
539,1069193333.333007812000,-74.491999999969,-70.087999999989
540,1069206666.666992188000,-74.386999999988,-70.322999999975
541,1069220000.000000000000,-74.393999999971,-70.197000000044
542,1069233333.333007812000,-74.381000000052,-70.253000000026
543,1069246666.666992188000,-74.449000000022,-70.701000000001
544,1069260000.000000000000,-74.554000000004,-70.481000000029
545,1069273333.333007812000,-74.555000000051,-70.234000000055
546,1069286666.666992188000,-74.503999999957,-69.996000000043
547,1069300000.000000000000,-74.439999999944,-70.170000000042
548,1069313333.333007813000,-74.432999999961,-70.048999999999
549,1069326666.666992188000,-74.422999999952,-69.925999999978
550,1069340000.000000000000,-74.540000000037,-69.881999999983
551,1069353333.333007812000,-74.613999999943,-70.491999999969
552,1069366666.666992188000,-74.412999999942,-70.501999999979
553,1069380000.000000000000,-74.395000000019,-70.837999999989
554,1069393333.333007812000,-74.454999999958,-70.873999999953
555,1069406666.666992187000,-74.572999999975,-70.398999999976
556,1069420000.000000000000,-74.474000000046,-70.375000000000
557,1069433333.333007812000,-74.403000000049,-70.744999999995
558,1069446666.666992188000,-74.395000000019,-70.562999999966
559,1069460000.000000000000,-74.498999999953,-71.192000000039
560,1069473333.333007812000,-74.506999999983,-71.354999999981
561,1069486666.666992188000,-74.469999999972,-71.503999999957
562,1069500000.000000000000,-74.479999999981,-71.491999999969
563,1069513333.333007813000,-74.562000000034,-71.859000000055
564,1069526666.666992188000,-74.557999999961,-72.236999999965
565,1069540000.000000000000,-74.408999999985,-72.611999999965
566,1069553333.333007812000,-74.403999999980,-72.922999999952
567,1069566666.666992188000,-74.560000000056,-73.277000000002
568,1069580000.000000000000,-74.638000000035,-73.494999999995
569,1069593333.333007812000,-74.498000000021,-73.875000000000
570,1069606666.666992187000,-74.405000000028,-73.923999999999
571,1069620000.000000000000,-74.508000000031,-73.967999999993
572,1069633333.333007812000,-74.567000000039,-74.116999999969
573,1069646666.666992188000,-74.449000000022,-74.123000000021
574,1069660000.000000000000,-74.471999999951,-74.146999999997
575,1069673333.333007812000,-74.552000000025,-74.062000000034
576,1069686666.666992188000,-74.491000000038,-74.035000000033
577,1069700000.000000000000,-74.582000000053,-74.106000000029
578,1069713333.333007813000,-74.736999999965,-74.082000000053
579,1069726666.666992188000,-74.633000000031,-74.128999999957
580,1069740000.000000000000,-74.574000000022,-74.239999999991
581,1069753333.333007812000,-74.518000000040,-74.153999999980
582,1069766666.666992188000,-74.422000000020,-74.146999999997
583,1069780000.000000000000,-74.449000000022,-74.160999999964
584,1069793333.333007812000,-74.501999999979,-74.143000000040
585,1069806666.666992187000,-74.434000000008,-74.266999999993
586,1069820000.000000000000,-74.581000000006,-74.260000000009
587,1069833333.333007812000,-74.562999999966,-74.187000000034
588,1069846666.666992188000,-74.513999999966,-74.179000000004
589,1069860000.000000000000,-74.440999999992,-74.206000000006
590,1069873333.333007812000,-74.429000000004,-74.221999999951
591,1069886666.666992188000,-74.537999999942,-74.155000000028
592,1069900000.000000000000,-74.604000000050,-74.231999999960
593,1069913333.333007812000,-74.548999999999,-74.322000000044
594,1069926666.666992188000,-74.547999999952,-74.195999999996
595,1069940000.000000000000,-74.547000000020,-74.109999999986
596,1069953333.333007812000,-74.513999999966,-74.250000000000
597,1069966666.666992188000,-74.518000000040,-74.292000000016
598,1069980000.000000000000,-74.525000000023,-74.214999999967
599,1069993333.333007812000,-74.459999999963,-74.079999999958
600,1070006666.666992188000,-74.496999999974,-74.145999999950
601,1070020000.000000000000,-74.422999999952,-74.167999999947
